predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
abs_diff,row_norm,4,per_ckpt,478B,90,0.1679,0.1429,0.1906,0.1009,layer_0
abs_diff,row_norm,4,per_ckpt,510B,90,0.051,0.7093,0.0637,0.6633,layer_0
abs_diff,row_norm,4,per_ckpt,541B,90,0.0166,0.8641,0.0126,0.9101,layer_0
abs_diff,row_norm,4,per_ckpt,573B,90,0.1505,0.1688,0.105,0.3626,layer_0
abs_diff,row_norm,4,per_ckpt,main,90,-0.1351,0.2547,-0.0951,0.4525,layer_0
abs_diff,row_norm,8,per_ckpt,10B,90,0.1636,0.1698,0.14,0.2607,layer_0
abs_diff,row_norm,8,per_ckpt,42B,90,0.0979,0.4426,0.1131,0.4236,layer_0
abs_diff,row_norm,8,per_ckpt,73B,90,-0.099,0.4096,-0.0905,0.4366,layer_0
abs_diff,row_norm,8,per_ckpt,105B,90,0.167,0.038,0.1575,0.0759,layer_0
abs_diff,row_norm,8,per_ckpt,136B,90,0.1617,0.2308,0.108,0.4645,layer_0
abs_diff,row_norm,8,per_ckpt,168B,90,-0.037,0.7882,-0.0666,0.6494,layer_0
abs_diff,row_norm,8,per_ckpt,199B,90,0.0489,0.6793,0.0188,0.8951,layer_0
abs_diff,row_norm,8,per_ckpt,231B,90,-0.0802,0.5105,-0.1065,0.4136,layer_0
abs_diff,row_norm,8,per_ckpt,262B,90,0.1687,0.1299,0.1528,0.2168,layer_0
abs_diff,row_norm,8,per_ckpt,294B,90,0.1064,0.2917,0.1094,0.3237,layer_0
abs_diff,row_norm,8,per_ckpt,325B,90,-0.1196,0.2098,-0.0705,0.4725,layer_0
abs_diff,row_norm,8,per_ckpt,352B,90,0.067,0.5285,0.0587,0.5804,layer_0
abs_diff,row_norm,8,per_ckpt,384B,90,-0.0698,0.6214,-0.1186,0.4136,layer_0
abs_diff,row_norm,8,per_ckpt,415B,90,-0.1803,0.1269,-0.2253,0.0519,layer_0
abs_diff,row_norm,8,per_ckpt,447B,90,-0.1759,0.0769,-0.1736,0.1039,layer_0
abs_diff,row_norm,8,per_ckpt,478B,90,-0.2033,0.032,-0.1897,0.0539,layer_0
abs_diff,row_norm,8,per_ckpt,510B,90,0.1221,0.3586,0.0811,0.5734,layer_0
abs_diff,row_norm,8,per_ckpt,541B,90,0.0271,0.8332,0.0751,0.5604,layer_0
abs_diff,row_norm,8,per_ckpt,573B,90,0.0002,0.999,-0.0005,0.999,layer_0
abs_diff,row_norm,8,per_ckpt,main,90,-0.1771,0.0659,-0.2207,0.037,layer_0
abs_diff,col_norm,4,per_ckpt,10B,90,0.0583,0.2807,0.0737,0.2148,layer_0
abs_diff,col_norm,4,per_ckpt,42B,90,0.0957,0.035,0.0859,0.1119,layer_0
abs_diff,col_norm,4,per_ckpt,73B,90,0.0458,0.5085,0.0638,0.3037,layer_0
abs_diff,col_norm,4,per_ckpt,105B,90,0.1067,0.1738,0.1829,0.043,layer_0
abs_diff,col_norm,4,per_ckpt,136B,90,0.1832,0.0639,0.1554,0.1439,layer_0
abs_diff,col_norm,4,per_ckpt,168B,90,0.0681,0.3676,0.1066,0.1698,layer_0
abs_diff,col_norm,4,per_ckpt,199B,90,-0.0124,0.8541,-0.045,0.5954,layer_0
abs_diff,col_norm,4,per_ckpt,231B,90,-0.0277,0.6683,-0.0136,0.8382,layer_0
abs_diff,col_norm,4,per_ckpt,262B,90,0.0906,0.4216,0.0695,0.5784,layer_0
abs_diff,col_norm,4,per_ckpt,294B,90,-0.0581,0.5704,-0.0695,0.5125,layer_0
abs_diff,col_norm,4,per_ckpt,325B,90,0.0311,0.7373,0.066,0.5564,layer_0
abs_diff,col_norm,4,per_ckpt,352B,90,-0.0652,0.4306,-0.0542,0.5275,layer_0
abs_diff,col_norm,4,per_ckpt,384B,90,0.0882,0.3057,0.099,0.2907,layer_0
abs_diff,col_norm,4,per_ckpt,415B,90,0.207,0.038,0.223,0.021,layer_0
abs_diff,col_norm,4,per_ckpt,447B,90,0.0753,0.4386,0.0502,0.6344,layer_0
abs_diff,col_norm,4,per_ckpt,478B,90,0.1574,0.1079,0.1691,0.1059,layer_0
abs_diff,col_norm,4,per_ckpt,510B,90,0.0272,0.7433,0.0325,0.6973,layer_0
abs_diff,col_norm,4,per_ckpt,541B,90,0.0015,0.987,0.0114,0.9181,layer_0
abs_diff,col_norm,4,per_ckpt,573B,90,0.0739,0.2757,0.0841,0.2787,layer_0
abs_diff,col_norm,4,per_ckpt,main,90,-0.0377,0.6004,-0.0584,0.4705,layer_0
abs_diff,col_norm,8,per_ckpt,10B,90,0.1388,0.1259,0.1153,0.2368,layer_0
abs_diff,col_norm,8,per_ckpt,42B,90,0.0803,0.3007,0.0724,0.4216,layer_0
abs_diff,col_norm,8,per_ckpt,73B,90,-0.0936,0.3686,-0.0783,0.4216,layer_0
abs_diff,col_norm,8,per_ckpt,105B,90,0.2154,0.016,0.1838,0.0509,layer_0
abs_diff,col_norm,8,per_ckpt,136B,90,0.0674,0.2667,0.0524,0.4366,layer_0
abs_diff,col_norm,8,per_ckpt,168B,90,0.0181,0.8262,-0.039,0.6753,layer_0
abs_diff,col_norm,8,per_ckpt,199B,90,0.0015,0.988,0.017,0.8911,layer_0
abs_diff,col_norm,8,per_ckpt,231B,90,-0.0883,0.3696,-0.0939,0.3836,layer_0
abs_diff,col_norm,8,per_ckpt,262B,90,0.1222,0.1708,0.1275,0.2058,layer_0
abs_diff,col_norm,8,per_ckpt,294B,90,0.0265,0.6074,0.0304,0.5175,layer_0
abs_diff,col_norm,8,per_ckpt,325B,90,-0.044,0.5814,-0.0627,0.4206,layer_0
abs_diff,col_norm,8,per_ckpt,352B,90,0.0461,0.5764,0.0422,0.6244,layer_0
abs_diff,col_norm,8,per_ckpt,384B,90,-0.0362,0.7113,-0.0901,0.4166,layer_0
abs_diff,col_norm,8,per_ckpt,415B,90,-0.1376,0.1469,-0.1801,0.0569,layer_0
abs_diff,col_norm,8,per_ckpt,447B,90,-0.09,0.2028,-0.1307,0.0949,layer_0
abs_diff,col_norm,8,per_ckpt,478B,90,-0.096,0.2847,-0.1603,0.0759,layer_0
abs_diff,col_norm,8,per_ckpt,510B,90,0.108,0.4076,0.0787,0.5774,layer_0
abs_diff,col_norm,8,per_ckpt,541B,90,0.0685,0.4505,0.0382,0.7023,layer_0
abs_diff,col_norm,8,per_ckpt,573B,90,-0.0232,0.7562,-0.0113,0.8791,layer_0
abs_diff,col_norm,8,per_ckpt,main,90,-0.1381,0.0659,-0.1697,0.035,layer_0
signed_diff,row_norm,4,per_ckpt,10B,90,0.0768,0.7293,0.0857,0.6903,layer_0
signed_diff,row_norm,4,per_ckpt,42B,90,0.0641,0.6513,0.104,0.5095,layer_0
signed_diff,row_norm,4,per_ckpt,73B,90,-0.3208,0.1449,-0.3298,0.1409,layer_0
signed_diff,row_norm,4,per_ckpt,105B,90,-0.0811,0.7413,-0.027,0.9221,layer_0
signed_diff,row_norm,4,per_ckpt,136B,90,-0.0586,0.8052,-0.0476,0.8412,layer_0
signed_diff,row_norm,4,per_ckpt,168B,90,-0.0439,0.8442,0.0213,0.9201,layer_0
signed_diff,row_norm,4,per_ckpt,199B,90,-0.2854,0.1978,-0.272,0.2148,layer_0
signed_diff,row_norm,4,per_ckpt,231B,90,-0.3583,0.0629,-0.3423,0.0869,layer_0
signed_diff,row_norm,4,per_ckpt,262B,90,-0.1719,0.4096,-0.1624,0.4555,layer_0
signed_diff,row_norm,4,per_ckpt,294B,90,-0.0703,0.7532,-0.0841,0.7423,layer_0
signed_diff,row_norm,4,per_ckpt,325B,90,-0.0981,0.5954,-0.0604,0.7712,layer_0
signed_diff,row_norm,4,per_ckpt,352B,90,0.0237,0.9171,-0.0139,0.95,layer_0
signed_diff,row_norm,4,per_ckpt,384B,90,-0.0322,0.8971,-0.0701,0.7772,layer_0
signed_diff,row_norm,4,per_ckpt,415B,90,-0.3295,0.1618,-0.3621,0.1309,layer_0
signed_diff,row_norm,4,per_ckpt,447B,90,-0.3135,0.1688,-0.3085,0.1718,layer_0
signed_diff,row_norm,4,per_ckpt,478B,90,-0.2193,0.3656,-0.2202,0.3786,layer_0
signed_diff,row_norm,4,per_ckpt,510B,90,0.0627,0.5425,0.0232,0.8182,layer_0
signed_diff,row_norm,4,per_ckpt,541B,90,0.0325,0.8901,-0.0152,0.957,layer_0
signed_diff,row_norm,4,per_ckpt,573B,90,-0.2207,0.3946,-0.254,0.3516,layer_0
signed_diff,row_norm,4,per_ckpt,main,90,0.0479,0.7702,0.0136,0.9241,layer_0
signed_diff,row_norm,8,per_ckpt,10B,90,-0.1131,0.5285,-0.1745,0.3477,layer_0
signed_diff,row_norm,8,per_ckpt,42B,90,-0.0166,0.9081,0.028,0.8501,layer_0
signed_diff,row_norm,8,per_ckpt,73B,90,-0.2206,0.3027,-0.2204,0.3367,layer_0
signed_diff,row_norm,8,per_ckpt,105B,90,-0.121,0.6753,-0.1746,0.5714,layer_0
signed_diff,row_norm,8,per_ckpt,136B,90,0.2339,0.2238,0.2351,0.2378,layer_0
signed_diff,row_norm,8,per_ckpt,168B,90,-0.0763,0.5934,-0.0407,0.7952,layer_0
signed_diff,row_norm,8,per_ckpt,199B,90,-0.0649,0.7922,-0.0801,0.7572,layer_0
signed_diff,row_norm,8,per_ckpt,231B,90,-0.3761,0.0509,-0.3823,0.0529,layer_0
signed_diff,row_norm,8,per_ckpt,262B,90,0.2545,0.2527,0.2567,0.2398,layer_0
signed_diff,row_norm,8,per_ckpt,294B,90,0.234,0.1898,0.2065,0.2677,layer_0
signed_diff,row_norm,8,per_ckpt,325B,90,-0.1031,0.6843,-0.1691,0.5105,layer_0
signed_diff,row_norm,8,per_ckpt,352B,90,-0.2196,0.3207,-0.2235,0.3207,layer_0
signed_diff,row_norm,8,per_ckpt,384B,90,-0.1311,0.5475,-0.1164,0.5954,layer_0
signed_diff,row_norm,8,per_ckpt,415B,90,-0.174,0.4515,-0.1885,0.4286,layer_0
signed_diff,row_norm,8,per_ckpt,447B,90,0.083,0.7093,0.0712,0.7502,layer_0
signed_diff,row_norm,8,per_ckpt,478B,90,-0.0276,0.9201,-0.0166,0.9451,layer_0
signed_diff,row_norm,8,per_ckpt,510B,90,0.1015,0.6154,0.0489,0.8052,layer_0
signed_diff,row_norm,8,per_ckpt,541B,90,-0.0975,0.6653,-0.1291,0.5824,layer_0
signed_diff,row_norm,8,per_ckpt,573B,90,-0.0176,0.9411,-0.0598,0.8112,layer_0
signed_diff,row_norm,8,per_ckpt,main,90,0.0418,0.8571,0.0247,0.9081,layer_0
signed_diff,col_norm,4,per_ckpt,10B,90,-0.2131,0.4785,-0.2214,0.4595,layer_0
signed_diff,col_norm,4,per_ckpt,42B,90,-0.12,0.7133,-0.1109,0.7343,layer_0
signed_diff,col_norm,4,per_ckpt,73B,90,-0.0965,0.7752,-0.0878,0.7972,layer_0
signed_diff,col_norm,4,per_ckpt,105B,90,-0.1315,0.6683,-0.1418,0.6533,layer_0
signed_diff,col_norm,4,per_ckpt,136B,90,-0.4518,0.0889,-0.4689,0.0769,layer_0
signed_diff,col_norm,4,per_ckpt,168B,90,-0.2134,0.4595,-0.2148,0.4825,layer_0
signed_diff,col_norm,4,per_ckpt,199B,90,0.3502,0.2268,0.3491,0.2328,layer_0
signed_diff,col_norm,4,per_ckpt,231B,90,0.3201,0.3097,0.3149,0.3477,layer_0
signed_diff,col_norm,4,per_ckpt,262B,90,-0.2617,0.2797,-0.2501,0.3047,layer_0
signed_diff,col_norm,4,per_ckpt,294B,90,-0.3354,0.2198,-0.3443,0.2178,layer_0
signed_diff,col_norm,4,per_ckpt,325B,90,-0.2783,0.3377,-0.2876,0.3427,layer_0
signed_diff,col_norm,4,per_ckpt,352B,90,-0.3749,0.2068,-0.3851,0.2028,layer_0
signed_diff,col_norm,4,per_ckpt,384B,90,-0.0342,0.9201,-0.0318,0.9311,layer_0
signed_diff,col_norm,4,per_ckpt,415B,90,-0.0334,0.9151,-0.0551,0.8501,layer_0
signed_diff,col_norm,4,per_ckpt,447B,90,0.1607,0.5604,0.0868,0.7812,layer_0
signed_diff,col_norm,4,per_ckpt,478B,90,-0.3433,0.2238,-0.337,0.2428,layer_0
signed_diff,col_norm,4,per_ckpt,510B,90,-0.2215,0.4585,-0.2308,0.4505,layer_0
signed_diff,col_norm,4,per_ckpt,541B,90,-0.0163,0.9451,-0.0091,0.966,layer_0
signed_diff,col_norm,4,per_ckpt,573B,90,-0.4503,0.1279,-0.4731,0.1119,layer_0
signed_diff,col_norm,4,per_ckpt,main,90,-0.3641,0.1968,-0.3995,0.1499,layer_0
signed_diff,col_norm,8,per_ckpt,10B,90,-0.1618,0.5215,-0.1413,0.5824,layer_0
signed_diff,col_norm,8,per_ckpt,42B,90,-0.5759,0.028,-0.527,0.047,layer_0
signed_diff,col_norm,8,per_ckpt,73B,90,-0.1532,0.5864,-0.1883,0.4955,layer_0
signed_diff,col_norm,8,per_ckpt,105B,90,-0.26,0.2807,-0.316,0.2018,layer_0
signed_diff,col_norm,8,per_ckpt,136B,90,-0.5347,0.0789,-0.5402,0.0799,layer_0
signed_diff,col_norm,8,per_ckpt,168B,90,-0.255,0.3497,-0.2826,0.3147,layer_0
signed_diff,col_norm,8,per_ckpt,199B,90,-0.4228,0.0729,-0.4168,0.0779,layer_0
signed_diff,col_norm,8,per_ckpt,231B,90,-0.0281,0.9151,-0.0242,0.9251,layer_0
signed_diff,col_norm,8,per_ckpt,262B,90,0.0758,0.7942,0.1021,0.7243,layer_0
signed_diff,col_norm,8,per_ckpt,294B,90,-0.1137,0.7463,-0.1368,0.7023,layer_0
signed_diff,col_norm,8,per_ckpt,325B,90,-0.0663,0.8322,-0.081,0.8032,layer_0
signed_diff,col_norm,8,per_ckpt,352B,90,-0.1639,0.5455,-0.1361,0.6294,layer_0
signed_diff,col_norm,8,per_ckpt,384B,90,0.0455,0.8821,-0.0186,0.957,layer_0
signed_diff,col_norm,8,per_ckpt,415B,90,-0.3519,0.1738,-0.3817,0.1508,layer_0
signed_diff,col_norm,8,per_ckpt,447B,90,-0.2877,0.3516,-0.2784,0.3526,layer_0
signed_diff,col_norm,8,per_ckpt,478B,90,0.2039,0.4835,0.1745,0.5325,layer_0
signed_diff,col_norm,8,per_ckpt,510B,90,-0.332,0.0869,-0.2915,0.1379,layer_0
signed_diff,col_norm,8,per_ckpt,541B,90,0.1379,0.6324,0.1172,0.6993,layer_0
signed_diff,col_norm,8,per_ckpt,573B,90,-0.1854,0.5644,-0.1233,0.7143,layer_0
signed_diff,col_norm,8,per_ckpt,main,90,-0.0612,0.8202,-0.0643,0.8252,layer_0
min_rankme,row_norm,4,per_ckpt,10B,90,0.0611,0.7073,0.0725,0.6394,layer_0
min_rankme,row_norm,4,per_ckpt,42B,90,0.0783,0.6294,0.1192,0.4565,layer_0
min_rankme,row_norm,4,per_ckpt,73B,90,-0.0675,0.6523,-0.1608,0.3856,layer_0
min_rankme,row_norm,4,per_ckpt,105B,90,-0.1127,0.4985,-0.0697,0.6893,layer_0
min_rankme,row_norm,4,per_ckpt,136B,90,-0.1164,0.4436,-0.1437,0.3197,layer_0
min_rankme,row_norm,4,per_ckpt,168B,90,-0.0696,0.6963,-0.037,0.8262,layer_0
min_rankme,row_norm,4,per_ckpt,199B,90,-0.2879,0.0579,-0.24,0.1508,layer_0
min_rankme,row_norm,4,per_ckpt,231B,90,-0.1017,0.5864,-0.0781,0.6494,layer_0
min_rankme,row_norm,4,per_ckpt,262B,90,-0.1979,0.2607,-0.1882,0.3057,layer_0
min_rankme,row_norm,4,per_ckpt,294B,90,0.0884,0.6474,0.054,0.7712,layer_0
min_rankme,row_norm,4,per_ckpt,325B,90,-0.0055,0.981,0.022,0.9261,layer_0
min_rankme,row_norm,4,per_ckpt,352B,90,0.0146,0.9241,0.0106,0.956,layer_0
min_rankme,row_norm,4,per_ckpt,384B,90,-0.0179,0.8911,-0.009,0.964,layer_0
min_rankme,row_norm,4,per_ckpt,415B,90,-0.1911,0.1439,-0.2075,0.1299,layer_0
min_rankme,row_norm,4,per_ckpt,447B,90,-0.2783,0.0679,-0.2485,0.1279,layer_0
min_rankme,row_norm,4,per_ckpt,478B,90,-0.2215,0.1309,-0.2202,0.1269,layer_0
min_rankme,row_norm,4,per_ckpt,510B,90,-0.1172,0.5455,-0.1311,0.4825,layer_0
min_rankme,row_norm,4,per_ckpt,541B,90,0.0299,0.8202,0.0559,0.6783,layer_0
min_rankme,row_norm,4,per_ckpt,573B,90,-0.1675,0.2248,-0.1597,0.2637,layer_0
min_rankme,row_norm,4,per_ckpt,main,90,0.0361,0.8242,-0.0237,0.8991,layer_0
min_rankme,row_norm,8,per_ckpt,10B,90,-0.4061,0.023,-0.3153,0.0599,layer_0
min_rankme,row_norm,8,per_ckpt,42B,90,0.3317,0.036,0.2605,0.1009,layer_0
min_rankme,row_norm,8,per_ckpt,73B,90,-0.0186,0.9231,0.064,0.7183,layer_0
min_rankme,row_norm,8,per_ckpt,105B,90,-0.1522,0.1808,-0.2162,0.017,layer_0
min_rankme,row_norm,8,per_ckpt,136B,90,0.2355,0.1558,0.2709,0.0869,layer_0
min_rankme,row_norm,8,per_ckpt,168B,90,-0.2818,0.1059,-0.2211,0.1888,layer_0
min_rankme,row_norm,8,per_ckpt,199B,90,0.0451,0.7712,0.0255,0.8551,layer_0
min_rankme,row_norm,8,per_ckpt,231B,90,-0.0652,0.7263,0.0108,0.955,layer_0
min_rankme,row_norm,8,per_ckpt,262B,90,-0.1439,0.3427,-0.1743,0.2637,layer_0
min_rankme,row_norm,8,per_ckpt,294B,90,-0.2109,0.0819,-0.2205,0.0879,layer_0
min_rankme,row_norm,8,per_ckpt,325B,90,0.2151,0.042,0.1713,0.0929,layer_0
min_rankme,row_norm,8,per_ckpt,352B,90,-0.0425,0.7702,-0.0386,0.7952,layer_0
min_rankme,row_norm,8,per_ckpt,384B,90,0.0563,0.7602,0.0866,0.6194,layer_0
min_rankme,row_norm,8,per_ckpt,415B,90,0.2116,0.1808,0.2058,0.1638,layer_0
min_rankme,row_norm,8,per_ckpt,447B,90,0.1795,0.0999,0.2015,0.0879,layer_0
min_rankme,row_norm,8,per_ckpt,478B,90,0.1931,0.1199,0.1466,0.2597,layer_0
min_rankme,row_norm,8,per_ckpt,510B,90,0.0072,0.967,-0.0016,0.994,layer_0
min_rankme,row_norm,8,per_ckpt,541B,90,-0.0111,0.9461,-0.0319,0.8442,layer_0
min_rankme,row_norm,8,per_ckpt,573B,90,0.0473,0.7552,0.0096,0.9471,layer_0
min_rankme,row_norm,8,per_ckpt,main,90,0.1208,0.2907,0.1686,0.1718,layer_0
min_rankme,col_norm,4,per_ckpt,10B,90,0.0513,0.4805,0.0525,0.5235,layer_0
min_rankme,col_norm,4,per_ckpt,42B,90,0.0453,0.4795,0.0529,0.4256,layer_0
min_rankme,col_norm,4,per_ckpt,73B,90,-0.0386,0.7253,-0.1041,0.4076,layer_0
min_rankme,col_norm,4,per_ckpt,105B,90,-0.053,0.6244,-0.0459,0.6873,layer_0
min_rankme,col_norm,4,per_ckpt,136B,90,-0.0503,0.6893,-0.1254,0.3027,layer_0
min_rankme,col_norm,4,per_ckpt,168B,90,-0.0221,0.8511,-0.0176,0.8771,layer_0
min_rankme,col_norm,4,per_ckpt,199B,90,-0.1948,0.0819,-0.1571,0.1558,layer_0
min_rankme,col_norm,4,per_ckpt,231B,90,-0.0395,0.6424,-0.0339,0.6883,layer_0
min_rankme,col_norm,4,per_ckpt,262B,90,-0.2344,0.1299,-0.1758,0.2937,layer_0
min_rankme,col_norm,4,per_ckpt,294B,90,0.0887,0.5504,0.0444,0.7582,layer_0
min_rankme,col_norm,4,per_ckpt,325B,90,0.0037,0.986,0.0121,0.9421,layer_0
min_rankme,col_norm,4,per_ckpt,352B,90,0.0129,0.9221,0.0056,0.956,layer_0
min_rankme,col_norm,4,per_ckpt,384B,90,-0.0312,0.7782,0.0008,0.995,layer_0
min_rankme,col_norm,4,per_ckpt,415B,90,-0.2166,0.0829,-0.1946,0.1269,layer_0
min_rankme,col_norm,4,per_ckpt,447B,90,-0.2308,0.0659,-0.1837,0.1588,layer_0
min_rankme,col_norm,4,per_ckpt,478B,90,-0.1983,0.1209,-0.1971,0.1259,layer_0
min_rankme,col_norm,4,per_ckpt,510B,90,-0.0895,0.4286,-0.076,0.4745,layer_0
min_rankme,col_norm,4,per_ckpt,541B,90,0.059,0.6513,0.0647,0.6354,layer_0
min_rankme,col_norm,4,per_ckpt,573B,90,-0.0903,0.3327,-0.1193,0.2288,layer_0
min_rankme,col_norm,4,per_ckpt,main,90,-0.0168,0.8681,-0.02,0.8671,layer_0
min_rankme,col_norm,8,per_ckpt,10B,90,-0.3037,0.015,-0.2556,0.0559,layer_0
min_rankme,col_norm,8,per_ckpt,42B,90,0.2116,0.019,0.163,0.1069,layer_0
min_rankme,col_norm,8,per_ckpt,73B,90,0.0133,0.9281,0.0554,0.6943,layer_0
min_rankme,col_norm,8,per_ckpt,105B,90,-0.1557,0.1608,-0.2416,0.015,layer_0
min_rankme,col_norm,8,per_ckpt,136B,90,0.1183,0.1399,0.12,0.0989,layer_0
min_rankme,col_norm,8,per_ckpt,168B,90,-0.1582,0.1588,-0.1411,0.1908,layer_0
min_rankme,col_norm,8,per_ckpt,199B,90,0.0743,0.6014,0.0306,0.8182,layer_0
min_rankme,col_norm,8,per_ckpt,231B,90,-0.0074,0.956,0.0091,0.952,layer_0
min_rankme,col_norm,8,per_ckpt,262B,90,-0.1417,0.2268,-0.1489,0.2368,layer_0
min_rankme,col_norm,8,per_ckpt,294B,90,-0.0896,0.1768,-0.0792,0.1728,layer_0
min_rankme,col_norm,8,per_ckpt,325B,90,0.1399,0.1219,0.1504,0.0649,layer_0
min_rankme,col_norm,8,per_ckpt,352B,90,-0.0201,0.8432,-0.0235,0.8232,layer_0
min_rankme,col_norm,8,per_ckpt,384B,90,0.0159,0.8781,0.071,0.5964,layer_0
min_rankme,col_norm,8,per_ckpt,415B,90,0.1907,0.1309,0.1599,0.1818,layer_0
min_rankme,col_norm,8,per_ckpt,447B,90,0.1283,0.0839,0.1544,0.0749,layer_0
min_rankme,col_norm,8,per_ckpt,478B,90,0.1064,0.3287,0.1303,0.2607,layer_0
min_rankme,col_norm,8,per_ckpt,510B,90,0.0118,0.9471,0.0021,0.989,layer_0
min_rankme,col_norm,8,per_ckpt,541B,90,-0.0369,0.7413,-0.0038,0.973,layer_0
min_rankme,col_norm,8,per_ckpt,573B,90,0.0384,0.6513,0.0283,0.7353,layer_0
min_rankme,col_norm,8,per_ckpt,main,90,0.094,0.3227,0.134,0.1479,layer_0
norm_asym,row_norm,4,per_ckpt,10B,90,0.0409,0.8601,0.02,0.9321,layer_0
norm_asym,row_norm,4,per_ckpt,42B,90,0.0446,0.7463,0.0561,0.7203,layer_0
norm_asym,row_norm,4,per_ckpt,73B,90,-0.3571,0.0999,-0.3607,0.0999,layer_0
norm_asym,row_norm,4,per_ckpt,105B,90,-0.1677,0.4845,-0.1586,0.4985,layer_0
norm_asym,row_norm,4,per_ckpt,136B,90,-0.1474,0.5405,-0.1639,0.5055,layer_0
norm_asym,row_norm,4,per_ckpt,168B,90,-0.1555,0.4725,-0.1079,0.6184,layer_0
norm_asym,row_norm,4,per_ckpt,199B,90,-0.2933,0.1918,-0.3075,0.1598,layer_0
norm_asym,row_norm,4,per_ckpt,231B,90,-0.3554,0.0619,-0.3639,0.0659,layer_0
norm_asym,row_norm,4,per_ckpt,262B,90,-0.2005,0.3357,-0.2257,0.2997,layer_0
norm_asym,row_norm,4,per_ckpt,294B,90,-0.0401,0.8601,-0.0303,0.9051,layer_0
norm_asym,row_norm,4,per_ckpt,325B,90,-0.1476,0.4206,-0.1351,0.5125,layer_0
norm_asym,row_norm,4,per_ckpt,352B,90,0.0504,0.8062,0.0174,0.9311,layer_0
norm_asym,row_norm,4,per_ckpt,384B,90,-0.1208,0.5944,-0.1806,0.4426,layer_0
norm_asym,row_norm,4,per_ckpt,415B,90,-0.3778,0.0949,-0.4464,0.0539,layer_0
norm_asym,row_norm,4,per_ckpt,447B,90,-0.3203,0.1578,-0.3053,0.1768,layer_0
norm_asym,row_norm,4,per_ckpt,478B,90,-0.2476,0.3107,-0.2737,0.2707,layer_0
norm_asym,row_norm,4,per_ckpt,510B,90,0.0529,0.6094,0.0142,0.8991,layer_0
norm_asym,row_norm,4,per_ckpt,541B,90,0.0009,0.997,-0.0506,0.8651,layer_0
norm_asym,row_norm,4,per_ckpt,573B,90,-0.2095,0.4086,-0.2422,0.3506,layer_0
