checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
step1950000-tokens9332B,Arabic,belebele,belebele_arb_Arab,0.6222222222222222,5,0.25,549.3728,73.1392,0.684178,0.0774,0.2108,0.2612,0.3463,0.4286,0.5247,0.653,0.7553,0.8597,layer_21,last
step2000000-tokens9752B,Arabic,belebele,belebele_arb_Arab,0.6577777777777778,5,0.25,585.3691,84.2209,0.684961,0.0717,0.1971,0.247,0.3339,0.4183,0.5158,0.6468,0.7511,0.8575,layer_21,last
step2050000-tokens10172B,Arabic,belebele,belebele_arb_Arab,0.6444444444444445,5,0.25,531.9325,68.8604,0.686438,0.0822,0.2161,0.2669,0.3521,0.4339,0.5292,0.6572,0.7587,0.8619,layer_21,last
step2100000-tokens10592B,Arabic,belebele,belebele_arb_Arab,0.6388888888888888,5,0.25,569.8852,78.0735,0.684188,0.0746,0.2039,0.2543,0.3394,0.4215,0.5181,0.6484,0.7522,0.858,layer_21,last
step2150000-tokens11012B,Arabic,belebele,belebele_arb_Arab,0.6588888888888889,5,0.25,519.8011,65.804,0.689685,0.087,0.2196,0.2696,0.3543,0.437,0.5328,0.6605,0.7618,0.8641,layer_21,last
step2200000-tokens11432B,Arabic,belebele,belebele_arb_Arab,0.6522222222222223,5,0.25,544.7947,73.3592,0.688207,0.0779,0.2103,0.2606,0.3461,0.4301,0.5269,0.656,0.7583,0.8619,layer_21,last
step2250000-tokens11852B,Arabic,belebele,belebele_arb_Arab,0.6533333333333333,5,0.25,520.7391,64.7886,0.686855,0.089,0.2206,0.2699,0.3541,0.4369,0.5321,0.6592,0.76,0.8627,layer_21,last
step2300000-tokens12272B,Arabic,belebele,belebele_arb_Arab,0.7333333333333333,5,0.25,527.0787,67.4968,0.687333,0.0841,0.2176,0.2676,0.352,0.4349,0.5308,0.6588,0.7601,0.8629,layer_21,last
step2350000-tokens12692B,Arabic,belebele,belebele_arb_Arab,0.7244444444444444,5,0.25,526.9356,68.305,0.688493,0.0827,0.2165,0.2669,0.3514,0.4351,0.5318,0.66,0.7612,0.8635,layer_21,last
step2400000-tokens13112B,Arabic,belebele,belebele_arb_Arab,0.7044444444444444,5,0.25,526.2872,66.6938,0.687073,0.0855,0.2178,0.2673,0.3512,0.4346,0.531,0.6591,0.7604,0.8629,layer_21,last
step2450000-tokens13532B,Arabic,belebele,belebele_arb_Arab,0.7288888888888889,5,0.25,522.7724,69.1252,0.692537,0.0812,0.2155,0.2665,0.3524,0.4371,0.5342,0.6629,0.7641,0.8657,layer_21,last
step2500000-tokens13952B,Arabic,belebele,belebele_arb_Arab,0.7577777777777778,5,0.25,496.5636,63.2146,0.694957,0.0874,0.225,0.2767,0.3622,0.4457,0.5419,0.6692,0.7686,0.8685,layer_21,last
step2550000-tokens14372B,Arabic,belebele,belebele_arb_Arab,0.7688888888888888,5,0.25,494.6408,65.1319,0.699028,0.0838,0.2233,0.2759,0.3626,0.4473,0.5445,0.6722,0.7714,0.8704,layer_21,last
step2600000-tokens14792B,Arabic,belebele,belebele_arb_Arab,0.7455555555555555,5,0.25,464.9725,58.137,0.701197,0.0926,0.235,0.2873,0.3734,0.4575,0.5536,0.6791,0.7765,0.8734,layer_21,last
step2627139-tokens15T,Arabic,belebele,belebele_arb_Arab,0.7522222222222222,5,0.25,441.9763,52.9926,0.702787,0.1008,0.2441,0.2964,0.382,0.4655,0.5609,0.6849,0.7807,0.8759,layer_21,last
step50000-tokens210B,Chinese,belebele,belebele_zho_Hans,0.24444444444444444,5,0.25,805.6768,56.9873,0.581738,0.1241,0.1911,0.2247,0.2844,0.342,0.4139,0.5385,0.656,0.7884,layer_21,last
step100000-tokens420B,Chinese,belebele,belebele_zho_Hans,0.27666666666666667,5,0.25,242.0837,10.6741,0.598004,0.3013,0.3846,0.413,0.4616,0.5069,0.5634,0.6599,0.749,0.8472,layer_21,last
step150000-tokens630B,Chinese,belebele,belebele_zho_Hans,0.40555555555555556,5,0.25,155.604,7.3862,0.602298,0.3636,0.449,0.4749,0.5184,0.5592,0.6102,0.6973,0.7772,0.8647,layer_21,last
step200000-tokens840B,Chinese,belebele,belebele_zho_Hans,0.38333333333333336,5,0.25,195.0672,8.8752,0.60287,0.3309,0.4167,0.4436,0.4894,0.5326,0.5865,0.679,0.7638,0.8567,layer_21,last
step250000-tokens1050B,Chinese,belebele,belebele_zho_Hans,0.47333333333333333,5,0.25,227.4924,10.0926,0.605371,0.3103,0.3921,0.4204,0.4681,0.5135,0.5702,0.6669,0.7554,0.8519,layer_21,last
step300000-tokens1260B,Chinese,belebele,belebele_zho_Hans,0.49,5,0.25,290.9209,12.7427,0.605918,0.2755,0.354,0.384,0.434,0.482,0.5423,0.6456,0.7401,0.8429,layer_21,last
step350000-tokens1470B,Chinese,belebele,belebele_zho_Hans,0.5333333333333333,5,0.25,372.6515,16.9161,0.606181,0.2379,0.3153,0.3466,0.3994,0.4503,0.5143,0.6241,0.7244,0.8336,layer_21,last
step400000-tokens1680B,Chinese,belebele,belebele_zho_Hans,0.5666666666666667,5,0.25,439.4137,21.4853,0.608748,0.2097,0.2876,0.3208,0.3766,0.43,0.4971,0.6116,0.7159,0.8288,layer_21,last
step450000-tokens1890B,Chinese,belebele,belebele_zho_Hans,0.5455555555555556,5,0.25,495.8266,25.5569,0.608669,0.1914,0.2662,0.3018,0.3589,0.4133,0.482,0.5997,0.7071,0.8236,layer_21,last
step500000-tokens2100B,Chinese,belebele,belebele_zho_Hans,0.55,5,0.25,551.4307,30.9064,0.609663,0.1726,0.2489,0.2847,0.3431,0.3989,0.4694,0.5904,0.7006,0.8199,layer_21,last
step550000-tokens2310B,Chinese,belebele,belebele_zho_Hans,0.5666666666666667,5,0.25,602.9775,36.2587,0.609881,0.1582,0.2342,0.2706,0.3283,0.3851,0.4573,0.5813,0.6942,0.8162,layer_21,last
step600000-tokens2520B,Chinese,belebele,belebele_zho_Hans,0.5944444444444444,5,0.25,664.0224,43.4029,0.609513,0.1433,0.2175,0.2543,0.3126,0.3702,0.4438,0.5704,0.6862,0.8115,layer_21,last
step650000-tokens2730B,Chinese,belebele,belebele_zho_Hans,0.5755555555555556,5,0.25,701.5613,49.8475,0.610564,0.1321,0.2075,0.2454,0.3045,0.3625,0.437,0.5655,0.6829,0.8098,layer_21,last
step700000-tokens2940B,Chinese,belebele,belebele_zho_Hans,0.59,5,0.25,741.4604,56.5986,0.610938,0.1229,0.1963,0.2349,0.2948,0.3541,0.4298,0.5601,0.6791,0.8076,layer_21,last
step750000-tokens3150B,Chinese,belebele,belebele_zho_Hans,0.6233333333333333,5,0.25,772.9638,63.3304,0.611776,0.1151,0.1871,0.2268,0.2881,0.3482,0.4248,0.5565,0.6767,0.8063,layer_21,last
step800000-tokens3360B,Chinese,belebele,belebele_zho_Hans,0.58,5,0.25,798.4458,69.4067,0.612415,0.1086,0.1821,0.2214,0.2823,0.3427,0.4199,0.553,0.6743,0.805,layer_21,last
step850000-tokens3570B,Chinese,belebele,belebele_zho_Hans,0.5888888888888889,5,0.25,817.6479,74.8027,0.612831,0.1035,0.1773,0.2171,0.2784,0.3392,0.4169,0.5508,0.6728,0.8043,layer_21,last
step900000-tokens3780B,Chinese,belebele,belebele_zho_Hans,0.6,5,0.25,857.5877,85.6889,0.614346,0.0953,0.1679,0.2077,0.2694,0.3306,0.4096,0.5458,0.6698,0.8028,layer_21,last
step950000-tokens3990B,Chinese,belebele,belebele_zho_Hans,0.6355555555555555,5,0.25,874.6285,94.3767,0.615371,0.0886,0.1639,0.2042,0.267,0.3286,0.4079,0.5448,0.6693,0.8027,layer_21,last
step1000000-tokens4200B,Chinese,belebele,belebele_zho_Hans,0.62,5,0.25,880.9706,98.4091,0.615591,0.0858,0.162,0.2036,0.2668,0.3286,0.4078,0.5444,0.6688,0.8025,layer_21,last
step1194000-tokens5014B,Chinese,belebele,belebele_zho_Hans,0.6122222222222222,5,0.25,967.2093,131.3573,0.61686,0.0696,0.1456,0.1861,0.2479,0.3099,0.3909,0.5318,0.6604,0.798,layer_21,last
step1432000-tokens6014B,Chinese,belebele,belebele_zho_Hans,0.63,5,0.25,1013.5713,165.3993,0.619168,0.0565,0.1341,0.1758,0.2396,0.3032,0.3855,0.5283,0.6585,0.7975,layer_21,last
step1670000-tokens7014B,Chinese,belebele,belebele_zho_Hans,0.5966666666666667,5,0.25,1043.8122,187.4502,0.621267,0.049,0.1283,0.1704,0.2335,0.297,0.3796,0.5239,0.656,0.7967,layer_21,last
step1678000-tokens7047B,Chinese,belebele,belebele_zho_Hans,0.65,5,0.25,1035.797,184.3021,0.622306,0.0501,0.1289,0.171,0.2347,0.2986,0.3815,0.5259,0.6576,0.7978,layer_21,last
step1700000-tokens7232B,Chinese,belebele,belebele_zho_Hans,0.6644444444444444,5,0.25,1018.1479,181.2919,0.624353,0.0493,0.131,0.1742,0.2384,0.3025,0.3856,0.53,0.661,0.8,layer_21,last
step1750000-tokens7652B,Chinese,belebele,belebele_zho_Hans,0.7022222222222222,5,0.25,1032.2591,188.1309,0.624563,0.048,0.1282,0.171,0.2347,0.2988,0.3824,0.5278,0.6598,0.7995,layer_21,last
step1800000-tokens8072B,Chinese,belebele,belebele_zho_Hans,0.7033333333333334,5,0.25,1024.7992,188.8532,0.625436,0.0473,0.1279,0.1709,0.2371,0.3016,0.3852,0.5301,0.6615,0.8006,layer_21,last
step1850000-tokens8492B,Chinese,belebele,belebele_zho_Hans,0.7111111111111111,5,0.25,1034.4471,193.3668,0.625269,0.0456,0.1272,0.1709,0.2349,0.2988,0.3822,0.5278,0.6601,0.7998,layer_21,last
step1900000-tokens8912B,Chinese,belebele,belebele_zho_Hans,0.6911111111111111,5,0.25,1038.9684,194.9091,0.625244,0.0455,0.1268,0.1699,0.2337,0.2979,0.3812,0.5269,0.6593,0.7994,layer_21,last
step1950000-tokens9332B,Chinese,belebele,belebele_zho_Hans,0.67,5,0.25,1049.3589,200.2887,0.625085,0.0445,0.1247,0.1679,0.2314,0.2955,0.3791,0.5252,0.6581,0.7987,layer_21,last
step2000000-tokens9752B,Chinese,belebele,belebele_zho_Hans,0.6966666666666667,5,0.25,1040.0945,199.5859,0.627018,0.0438,0.1255,0.169,0.2328,0.2972,0.3812,0.5277,0.6605,0.8004,layer_21,last
step2050000-tokens10172B,Chinese,belebele,belebele_zho_Hans,0.6933333333333334,5,0.25,1045.4358,203.419,0.628091,0.0433,0.1237,0.1674,0.2312,0.2956,0.3801,0.5272,0.6604,0.8007,layer_21,last
step2100000-tokens10592B,Chinese,belebele,belebele_zho_Hans,0.6911111111111111,5,0.25,1048.7701,206.5229,0.627551,0.0428,0.1225,0.1657,0.2311,0.2961,0.3804,0.5271,0.6601,0.8003,layer_21,last
step2150000-tokens11012B,Chinese,belebele,belebele_zho_Hans,0.7122222222222222,5,0.25,1040.0825,203.907,0.630462,0.0428,0.1237,0.1673,0.2313,0.2967,0.3814,0.5288,0.6621,0.8021,layer_21,last
step2200000-tokens11432B,Chinese,belebele,belebele_zho_Hans,0.7011111111111111,5,0.25,1033.08,203.5571,0.631566,0.0427,0.1235,0.1672,0.2337,0.2989,0.3835,0.5306,0.6636,0.8031,layer_21,last
step2250000-tokens11852B,Chinese,belebele,belebele_zho_Hans,0.6933333333333334,5,0.25,1053.1999,208.3996,0.629008,0.0421,0.1222,0.1653,0.2291,0.2937,0.3784,0.5259,0.6597,0.8005,layer_21,last
step2300000-tokens12272B,Chinese,belebele,belebele_zho_Hans,0.7722222222222223,5,0.25,1010.5003,209.9808,0.637603,0.0379,0.1216,0.1684,0.2378,0.305,0.391,0.5385,0.6708,0.8084,layer_21,last
step2350000-tokens12692B,Chinese,belebele,belebele_zho_Hans,0.7822222222222223,5,0.25,1002.6319,219.3549,0.644535,0.0344,0.1194,0.1672,0.2365,0.3054,0.3932,0.5432,0.676,0.8126,layer_21,last
step2400000-tokens13112B,Chinese,belebele,belebele_zho_Hans,0.7755555555555556,5,0.25,972.2595,216.8456,0.650688,0.0344,0.1188,0.1712,0.2438,0.3128,0.4016,0.5515,0.6833,0.8178,layer_21,last
step2450000-tokens13532B,Chinese,belebele,belebele_zho_Hans,0.7777777777777778,5,0.25,980.7818,222.619,0.654864,0.0353,0.1163,0.166,0.2386,0.3094,0.3991,0.5509,0.6839,0.819,layer_21,last
step2500000-tokens13952B,Chinese,belebele,belebele_zho_Hans,0.8044444444444444,5,0.25,976.1259,217.5989,0.654495,0.0368,0.1179,0.1677,0.2401,0.3106,0.4,0.5512,0.6838,0.8187,layer_21,last
step2550000-tokens14372B,Chinese,belebele,belebele_zho_Hans,0.8011111111111111,5,0.25,968.6156,209.2344,0.653157,0.039,0.1204,0.1704,0.2423,0.3118,0.4009,0.5517,0.6839,0.8185,layer_21,last
step2600000-tokens14792B,Chinese,belebele,belebele_zho_Hans,0.7944444444444444,5,0.25,952.8672,201.2713,0.654684,0.0408,0.1229,0.1731,0.2454,0.3151,0.4044,0.555,0.6864,0.8201,layer_21,last
step2627139-tokens15T,Chinese,belebele,belebele_zho_Hans,0.8,5,0.25,947.827,196.7322,0.654012,0.0417,0.1248,0.175,0.2469,0.3164,0.4053,0.5553,0.6865,0.82,layer_21,last
step50000-tokens210B,English,belebele,belebele_eng_Latn,0.25222222222222224,5,0.25,1262.0752,133.4075,0.548023,0.0762,0.1283,0.1551,0.2045,0.2563,0.3249,0.4505,0.5794,0.7363,layer_21,last
step100000-tokens420B,English,belebele,belebele_eng_Latn,0.25333333333333335,5,0.25,607.1714,26.7663,0.556705,0.1873,0.2581,0.2836,0.3284,0.3739,0.433,0.5393,0.648,0.78,layer_21,last
step150000-tokens630B,English,belebele,belebele_eng_Latn,0.4577777777777778,5,0.25,467.8847,18.762,0.558441,0.2254,0.3009,0.3251,0.3676,0.4105,0.4658,0.5655,0.6678,0.7926,layer_21,last
step200000-tokens840B,English,belebele,belebele_eng_Latn,0.4488888888888889,5,0.25,533.1543,22.0529,0.557828,0.2075,0.2804,0.305,0.3484,0.3922,0.4488,0.5511,0.6566,0.7856,layer_21,last
step250000-tokens1050B,English,belebele,belebele_eng_Latn,0.48333333333333334,5,0.25,605.7541,26.3338,0.558405,0.1894,0.2585,0.284,0.3289,0.3743,0.4327,0.5381,0.6468,0.7795,layer_21,last
step300000-tokens1260B,English,belebele,belebele_eng_Latn,0.5455555555555556,5,0.25,690.3157,32.1616,0.557308,0.1706,0.2368,0.2627,0.3086,0.355,0.4151,0.5233,0.6353,0.7722,layer_21,last
step350000-tokens1470B,English,belebele,belebele_eng_Latn,0.5755555555555556,5,0.25,784.1186,40.3863,0.557216,0.1512,0.2147,0.2411,0.2883,0.3362,0.398,0.5093,0.6246,0.7656,layer_21,last
step400000-tokens1680B,English,belebele,belebele_eng_Latn,0.5944444444444444,5,0.25,869.5209,49.6474,0.557017,0.1354,0.196,0.223,0.2716,0.3207,0.3837,0.4975,0.6155,0.76,layer_21,last
step450000-tokens1890B,English,belebele,belebele_eng_Latn,0.5988888888888889,5,0.25,928.3738,57.1508,0.556235,0.1254,0.1842,0.2114,0.2611,0.3106,0.3742,0.4893,0.609,0.7558,layer_21,last
step500000-tokens2100B,English,belebele,belebele_eng_Latn,0.5977777777777777,5,0.25,986.4926,67.0504,0.556334,0.1146,0.1729,0.2006,0.2517,0.3019,0.3661,0.4827,0.604,0.7527,layer_21,last
step550000-tokens2310B,English,belebele,belebele_eng_Latn,0.6066666666666667,5,0.25,1033.3105,74.9127,0.556542,0.1077,0.1648,0.1927,0.2428,0.2932,0.3581,0.4761,0.5991,0.7499,layer_21,last
step600000-tokens2520B,English,belebele,belebele_eng_Latn,0.6055555555555555,5,0.25,1094.6272,86.6112,0.553893,0.0991,0.1554,0.183,0.2332,0.2837,0.3488,0.4677,0.5919,0.7449,layer_21,last
step650000-tokens2730B,English,belebele,belebele_eng_Latn,0.6277777777777778,5,0.25,1132.9749,98.2632,0.555564,0.0917,0.1485,0.1765,0.2273,0.2783,0.3443,0.4643,0.5897,0.7439,layer_21,last
step700000-tokens2940B,English,belebele,belebele_eng_Latn,0.6277777777777778,5,0.25,1153.7885,104.7495,0.555314,0.0882,0.1446,0.1727,0.2245,0.276,0.3422,0.4626,0.5883,0.7429,layer_21,last
step750000-tokens3150B,English,belebele,belebele_eng_Latn,0.66,5,0.25,1174.9884,110.4362,0.554811,0.0854,0.1412,0.1693,0.2213,0.2729,0.3391,0.4597,0.586,0.7415,layer_21,last
step800000-tokens3360B,English,belebele,belebele_eng_Latn,0.6311111111111111,5,0.25,1195.4077,118.7406,0.554326,0.0815,0.138,0.1666,0.2192,0.2708,0.337,0.4579,0.5845,0.7404,layer_21,last
step850000-tokens3570B,English,belebele,belebele_eng_Latn,0.6588888888888889,5,0.25,1200.5935,123.4169,0.555646,0.0792,0.1365,0.1657,0.2188,0.2707,0.3372,0.4583,0.5849,0.7409,layer_21,last
step900000-tokens3780B,English,belebele,belebele_eng_Latn,0.6622222222222223,5,0.25,1228.2757,132.1597,0.555403,0.0758,0.1326,0.1614,0.214,0.266,0.3328,0.4546,0.5822,0.7393,layer_21,last
step950000-tokens3990B,English,belebele,belebele_eng_Latn,0.6922222222222222,5,0.25,1251.6673,142.6288,0.554678,0.072,0.1286,0.1577,0.2111,0.2634,0.3304,0.4526,0.5805,0.7379,layer_21,last
step1000000-tokens4200B,English,belebele,belebele_eng_Latn,0.67,5,0.25,1275.2899,150.8859,0.554105,0.0694,0.1255,0.1543,0.207,0.2595,0.3267,0.4494,0.5779,0.7364,layer_21,last
step1194000-tokens5014B,English,belebele,belebele_eng_Latn,0.6588888888888889,5,0.25,1308.7622,171.5653,0.554027,0.0628,0.1203,0.1498,0.2029,0.2558,0.3233,0.4467,0.5757,0.7349,layer_21,last
step1432000-tokens6014B,English,belebele,belebele_eng_Latn,0.6422222222222222,5,0.25,1345.7634,195.2841,0.552783,0.0566,0.1144,0.1448,0.199,0.2521,0.3198,0.4431,0.5723,0.7325,layer_21,last
step1670000-tokens7014B,English,belebele,belebele_eng_Latn,0.6666666666666666,5,0.25,1360.8594,213.4772,0.555412,0.0521,0.1108,0.1419,0.1965,0.2503,0.3187,0.4431,0.573,0.7335,layer_21,last
step1678000-tokens7047B,English,belebele,belebele_eng_Latn,0.6744444444444444,5,0.25,1356.1726,209.3173,0.554496,0.0528,0.1122,0.1434,0.1973,0.2511,0.3192,0.4432,0.5728,0.7331,layer_21,last
step1700000-tokens7232B,English,belebele,belebele_eng_Latn,0.7155555555555555,5,0.25,1314.8239,188.7354,0.556372,0.057,0.1173,0.1491,0.2038,0.2577,0.3255,0.4484,0.5769,0.7359,layer_21,last
step1750000-tokens7652B,English,belebele,belebele_eng_Latn,0.7322222222222222,5,0.25,1333.8559,187.9015,0.55297,0.0579,0.1167,0.1477,0.2006,0.2535,0.3208,0.4437,0.5727,0.7326,layer_21,last
step1800000-tokens8072B,English,belebele,belebele_eng_Latn,0.7433333333333333,5,0.25,1335.5996,192.6523,0.554845,0.0565,0.1157,0.1468,0.1998,0.2531,0.3209,0.4444,0.5737,0.7337,layer_21,last
step1850000-tokens8492B,English,belebele,belebele_eng_Latn,0.7544444444444445,5,0.25,1332.9149,195.5883,0.555076,0.0557,0.115,0.1464,0.2013,0.2548,0.3225,0.4458,0.5747,0.7342,layer_21,last
step1900000-tokens8912B,English,belebele,belebele_eng_Latn,0.7466666666666667,5,0.25,1344.0154,199.8482,0.554606,0.0545,0.1142,0.1455,0.1991,0.2524,0.3201,0.4438,0.5732,0.7333,layer_21,last
step1950000-tokens9332B,English,belebele,belebele_eng_Latn,0.7366666666666667,5,0.25,1348.6099,200.1077,0.553824,0.0549,0.1139,0.145,0.1983,0.2519,0.3197,0.443,0.5722,0.7325,layer_21,last
step2000000-tokens9752B,English,belebele,belebele_eng_Latn,0.7322222222222222,5,0.25,1339.9203,203.5545,0.555751,0.0536,0.1134,0.145,0.2001,0.2542,0.3223,0.4459,0.575,0.7345,layer_21,last
step2050000-tokens10172B,English,belebele,belebele_eng_Latn,0.72,5,0.25,1342.5359,206.1111,0.556286,0.053,0.1131,0.1448,0.1999,0.2539,0.3218,0.4454,0.5747,0.7345,layer_21,last
step2100000-tokens10592B,English,belebele,belebele_eng_Latn,0.7333333333333333,5,0.25,1355.912,212.0115,0.554623,0.0519,0.1113,0.1431,0.1982,0.2522,0.3201,0.4436,0.5729,0.733,layer_21,last
step2150000-tokens11012B,English,belebele,belebele_eng_Latn,0.7755555555555556,5,0.25,1339.7285,207.0053,0.55729,0.0526,0.113,0.145,0.1998,0.2542,0.3224,0.4463,0.5757,0.7354,layer_21,last
step2200000-tokens11432B,English,belebele,belebele_eng_Latn,0.7266666666666667,5,0.25,1351.4075,214.3245,0.557251,0.051,0.1114,0.1433,0.1979,0.2523,0.3208,0.445,0.5747,0.7347,layer_21,last
