checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
step100000-tokens420B,Chinese,belebele,belebele_zho_Hans,0.27666666666666667,5,0.25,235.7975,21.2037,0.742868,0.1881,0.3726,0.432,0.5027,0.5603,0.6234,0.7222,0.8083,0.8958,layer_19,last
step150000-tokens630B,Chinese,belebele,belebele_zho_Hans,0.40555555555555556,5,0.25,208.0227,20.2933,0.748707,0.1803,0.3972,0.4562,0.5256,0.5813,0.6414,0.736,0.8183,0.9017,layer_19,last
step200000-tokens840B,Chinese,belebele,belebele_zho_Hans,0.38333333333333336,5,0.25,232.1261,22.6848,0.750378,0.1679,0.3771,0.4378,0.5079,0.5653,0.6276,0.726,0.8116,0.8982,layer_19,last
step250000-tokens1050B,Chinese,belebele,belebele_zho_Hans,0.47333333333333333,5,0.25,255.2497,24.8022,0.752557,0.1652,0.3566,0.4215,0.4937,0.5517,0.6156,0.7171,0.8056,0.8953,layer_19,last
step300000-tokens1260B,Chinese,belebele,belebele_zho_Hans,0.49,5,0.25,278.3452,26.7089,0.756127,0.1624,0.3397,0.404,0.4783,0.5381,0.6036,0.7086,0.8002,0.8928,layer_19,last
step350000-tokens1470B,Chinese,belebele,belebele_zho_Hans,0.5333333333333333,5,0.25,286.1703,28.9265,0.754225,0.153,0.3334,0.4012,0.4757,0.537,0.6037,0.7089,0.8004,0.8926,layer_19,last
step400000-tokens1680B,Chinese,belebele,belebele_zho_Hans,0.5666666666666667,5,0.25,317.4148,31.3633,0.757321,0.1501,0.311,0.3782,0.4554,0.5195,0.5885,0.698,0.7932,0.889,layer_19,last
step450000-tokens1890B,Chinese,belebele,belebele_zho_Hans,0.5455555555555556,5,0.25,315.6017,31.4575,0.757518,0.1474,0.3117,0.3788,0.4576,0.5209,0.5892,0.698,0.7929,0.8889,layer_19,last
step500000-tokens2100B,Chinese,belebele,belebele_zho_Hans,0.55,5,0.25,328.6685,31.6018,0.758281,0.1523,0.3016,0.3686,0.4489,0.5128,0.5824,0.6933,0.7898,0.8873,layer_19,last
step550000-tokens2310B,Chinese,belebele,belebele_zho_Hans,0.5666666666666667,5,0.25,337.5732,33.3158,0.759448,0.1454,0.2992,0.366,0.4451,0.5088,0.5782,0.69,0.7877,0.8863,layer_19,last
step600000-tokens2520B,Chinese,belebele,belebele_zho_Hans,0.5944444444444444,5,0.25,349.987,34.8529,0.755479,0.1411,0.2939,0.3599,0.439,0.5032,0.5733,0.6857,0.7842,0.8841,layer_19,last
step650000-tokens2730B,Chinese,belebele,belebele_zho_Hans,0.5755555555555556,5,0.25,343.445,32.3725,0.757793,0.1518,0.2958,0.3606,0.4398,0.5039,0.5739,0.6866,0.7852,0.8848,layer_19,last
step700000-tokens2940B,Chinese,belebele,belebele_zho_Hans,0.59,5,0.25,352.9889,32.6484,0.760325,0.1531,0.2889,0.3548,0.4336,0.4979,0.5684,0.6828,0.7828,0.8838,layer_19,last
step750000-tokens3150B,Chinese,belebele,belebele_zho_Hans,0.6233333333333333,5,0.25,353.5928,32.5401,0.75968,0.155,0.287,0.3516,0.4327,0.4989,0.57,0.684,0.7837,0.8842,layer_19,last
step800000-tokens3360B,Chinese,belebele,belebele_zho_Hans,0.58,5,0.25,339.9474,31.2838,0.757682,0.1567,0.2982,0.3617,0.44,0.5044,0.5748,0.6875,0.7858,0.8852,layer_19,last
step850000-tokens3570B,Chinese,belebele,belebele_zho_Hans,0.5888888888888889,5,0.25,350.9157,32.0552,0.760555,0.1563,0.2903,0.3532,0.4337,0.4995,0.5704,0.6844,0.7838,0.8843,layer_19,last
step900000-tokens3780B,Chinese,belebele,belebele_zho_Hans,0.6,5,0.25,357.5348,36.271,0.761599,0.1408,0.2878,0.3516,0.4363,0.5016,0.5727,0.6862,0.7852,0.8852,layer_19,last
step950000-tokens3990B,Chinese,belebele,belebele_zho_Hans,0.6355555555555555,5,0.25,344.8673,32.5507,0.760462,0.1507,0.2941,0.3575,0.4385,0.5033,0.5737,0.6867,0.7855,0.8853,layer_19,last
step1000000-tokens4200B,Chinese,belebele,belebele_zho_Hans,0.62,5,0.25,346.7574,32.3757,0.759126,0.153,0.2926,0.3565,0.4373,0.5025,0.5732,0.6862,0.7847,0.8847,layer_19,last
step1194000-tokens5014B,Chinese,belebele,belebele_zho_Hans,0.6122222222222222,5,0.25,338.9336,30.0316,0.761906,0.1605,0.2979,0.3596,0.4377,0.5015,0.5721,0.6854,0.7845,0.8849,layer_19,last
step1432000-tokens6014B,Chinese,belebele,belebele_zho_Hans,0.63,5,0.25,346.4664,31.1183,0.761506,0.1592,0.2904,0.3518,0.4355,0.5013,0.5725,0.686,0.7848,0.885,layer_19,last
step1670000-tokens7014B,Chinese,belebele,belebele_zho_Hans,0.5966666666666667,5,0.25,361.0642,33.0671,0.759663,0.1535,0.2858,0.3466,0.428,0.4949,0.5665,0.6811,0.7811,0.8829,layer_19,last
step1678000-tokens7047B,Chinese,belebele,belebele_zho_Hans,0.65,5,0.25,339.9361,30.1374,0.762613,0.1624,0.2946,0.3538,0.438,0.504,0.5749,0.6876,0.7859,0.8856,layer_19,last
step1700000-tokens7232B,Chinese,belebele,belebele_zho_Hans,0.6644444444444444,5,0.25,342.1121,32.8104,0.767469,0.1518,0.2898,0.356,0.4413,0.5065,0.5776,0.6905,0.7884,0.8874,layer_19,last
step1750000-tokens7652B,Chinese,belebele,belebele_zho_Hans,0.7022222222222222,5,0.25,343.4,34.1547,0.765204,0.1465,0.29,0.3538,0.4414,0.5083,0.5802,0.6931,0.7902,0.888,layer_19,last
step1800000-tokens8072B,Chinese,belebele,belebele_zho_Hans,0.7033333333333334,5,0.25,345.8067,30.6551,0.765975,0.1616,0.2897,0.3503,0.4344,0.5002,0.5722,0.6862,0.7854,0.8857,layer_19,last
step1850000-tokens8492B,Chinese,belebele,belebele_zho_Hans,0.7111111111111111,5,0.25,341.2175,31.4774,0.766053,0.158,0.2903,0.3529,0.4393,0.5055,0.5774,0.6904,0.7884,0.8873,layer_19,last
step1900000-tokens8912B,Chinese,belebele,belebele_zho_Hans,0.6911111111111111,5,0.25,339.6157,30.0944,0.765716,0.1624,0.2962,0.3565,0.4373,0.502,0.5734,0.6871,0.786,0.886,layer_19,last
step1950000-tokens9332B,Chinese,belebele,belebele_zho_Hans,0.67,5,0.25,350.2284,33.2086,0.761654,0.1514,0.2897,0.3521,0.4344,0.5012,0.5737,0.6877,0.7862,0.8857,layer_19,last
step2000000-tokens9752B,Chinese,belebele,belebele_zho_Hans,0.6966666666666667,5,0.25,349.5065,33.5843,0.765822,0.1492,0.29,0.3522,0.4349,0.5018,0.574,0.6883,0.7871,0.8866,layer_19,last
step2050000-tokens10172B,Chinese,belebele,belebele_zho_Hans,0.6933333333333334,5,0.25,346.8538,32.9857,0.76704,0.1516,0.29,0.3512,0.4363,0.5033,0.5752,0.6891,0.7877,0.8872,layer_19,last
step2100000-tokens10592B,Chinese,belebele,belebele_zho_Hans,0.6911111111111111,5,0.25,372.4259,36.437,0.764507,0.1444,0.276,0.3361,0.4248,0.4935,0.5671,0.6828,0.7831,0.8843,layer_19,last
step2150000-tokens11012B,Chinese,belebele,belebele_zho_Hans,0.7122222222222222,5,0.25,356.7146,32.4916,0.767871,0.1556,0.2851,0.3458,0.4287,0.495,0.5679,0.6836,0.7841,0.8854,layer_19,last
step2200000-tokens11432B,Chinese,belebele,belebele_zho_Hans,0.7011111111111111,5,0.25,340.6783,33.2452,0.766945,0.1503,0.2931,0.354,0.4414,0.5085,0.5806,0.6934,0.7906,0.8886,layer_19,last
step2250000-tokens11852B,Chinese,belebele,belebele_zho_Hans,0.6933333333333334,5,0.25,325.8694,29.2125,0.767015,0.1651,0.3018,0.3625,0.4454,0.5119,0.5823,0.694,0.7906,0.8885,layer_19,last
step2300000-tokens12272B,Chinese,belebele,belebele_zho_Hans,0.7722222222222223,5,0.25,342.8833,32.4359,0.766003,0.1547,0.2911,0.3532,0.4376,0.5058,0.5784,0.6921,0.7895,0.8878,layer_19,last
step2350000-tokens12692B,Chinese,belebele,belebele_zho_Hans,0.7822222222222223,5,0.25,355.6634,33.2791,0.766141,0.1537,0.2837,0.347,0.431,0.4985,0.5716,0.6869,0.7861,0.886,layer_19,last
step2400000-tokens13112B,Chinese,belebele,belebele_zho_Hans,0.7755555555555556,5,0.25,349.905,33.849,0.764767,0.1507,0.285,0.3465,0.4349,0.504,0.5781,0.6924,0.7897,0.8877,layer_19,last
step2450000-tokens13532B,Chinese,belebele,belebele_zho_Hans,0.7777777777777778,5,0.25,325.8066,30.8823,0.763783,0.161,0.2885,0.356,0.4475,0.5188,0.5921,0.7037,0.7974,0.8916,layer_19,last
step2500000-tokens13952B,Chinese,belebele,belebele_zho_Hans,0.8044444444444444,5,0.25,332.6471,30.6332,0.764087,0.1628,0.2855,0.3512,0.441,0.512,0.5867,0.7001,0.7951,0.8903,layer_19,last
step2550000-tokens14372B,Chinese,belebele,belebele_zho_Hans,0.8011111111111111,5,0.25,330.1786,30.7464,0.766586,0.163,0.2824,0.3499,0.442,0.515,0.5903,0.7037,0.7979,0.8921,layer_19,last
step2600000-tokens14792B,Chinese,belebele,belebele_zho_Hans,0.7944444444444444,5,0.25,335.1211,31.7814,0.765374,0.1591,0.2818,0.3503,0.4404,0.5119,0.5878,0.7018,0.7966,0.8913,layer_19,last
step2627139-tokens15T,Chinese,belebele,belebele_zho_Hans,0.8,5,0.25,333.0753,31.9556,0.767828,0.1586,0.28,0.349,0.4415,0.5144,0.5905,0.7042,0.7984,0.8924,layer_19,last
step50000-tokens210B,English,belebele,belebele_eng_Latn,0.25222222222222224,5,0.25,739.1273,70.1361,0.62048,0.1002,0.203,0.2471,0.3094,0.3679,0.4398,0.5596,0.675,0.8064,layer_19,last
step100000-tokens420B,English,belebele,belebele_eng_Latn,0.25333333333333335,5,0.25,459.9385,37.7793,0.632224,0.1203,0.2923,0.337,0.3955,0.4494,0.5142,0.6209,0.7219,0.8354,layer_19,last
step150000-tokens630B,English,belebele,belebele_eng_Latn,0.4577777777777778,5,0.25,389.8855,32.1886,0.63523,0.1227,0.3218,0.3683,0.4257,0.4777,0.5397,0.6411,0.7371,0.8446,layer_19,last
step200000-tokens840B,English,belebele,belebele_eng_Latn,0.4488888888888889,5,0.25,437.0659,36.4665,0.634963,0.115,0.3,0.3471,0.4064,0.4594,0.523,0.6278,0.7274,0.8389,layer_19,last
step250000-tokens1050B,English,belebele,belebele_eng_Latn,0.48333333333333334,5,0.25,468.2853,40.4994,0.636859,0.1108,0.2853,0.3349,0.3956,0.4496,0.5145,0.6215,0.7231,0.8367,layer_19,last
step300000-tokens1260B,English,belebele,belebele_eng_Latn,0.5455555555555556,5,0.25,502.2939,44.7816,0.637304,0.1088,0.273,0.322,0.3837,0.4389,0.5047,0.6139,0.7175,0.8335,layer_19,last
step350000-tokens1470B,English,belebele,belebele_eng_Latn,0.5755555555555556,5,0.25,550.9366,50.4538,0.63784,0.1058,0.2549,0.3036,0.3665,0.423,0.4906,0.603,0.7097,0.829,layer_19,last
step400000-tokens1680B,English,belebele,belebele_eng_Latn,0.5944444444444444,5,0.25,591.5842,54.0499,0.63817,0.1064,0.2406,0.2881,0.3513,0.4094,0.4785,0.5934,0.7027,0.8251,layer_19,last
step450000-tokens1890B,English,belebele,belebele_eng_Latn,0.5988888888888889,5,0.25,600.2975,55.2674,0.638837,0.1078,0.2365,0.2841,0.3488,0.4075,0.477,0.5926,0.7022,0.8248,layer_19,last
step500000-tokens2100B,English,belebele,belebele_eng_Latn,0.5977777777777777,5,0.25,643.7242,60.3812,0.638761,0.1046,0.2222,0.2687,0.3355,0.3946,0.4649,0.5829,0.6952,0.8208,layer_19,last
step550000-tokens2310B,English,belebele,belebele_eng_Latn,0.6066666666666667,5,0.25,644.7032,61.1126,0.638701,0.1044,0.222,0.2701,0.3356,0.3946,0.465,0.5832,0.6955,0.821,layer_19,last
step600000-tokens2520B,English,belebele,belebele_eng_Latn,0.6055555555555555,5,0.25,670.1865,64.2472,0.637915,0.1027,0.2152,0.2626,0.3276,0.3871,0.4582,0.5777,0.6912,0.8183,layer_19,last
step650000-tokens2730B,English,belebele,belebele_eng_Latn,0.6277777777777778,5,0.25,653.2482,59.7508,0.638262,0.11,0.2162,0.2651,0.3324,0.3918,0.4626,0.5811,0.6938,0.8199,layer_19,last
step700000-tokens2940B,English,belebele,belebele_eng_Latn,0.6277777777777778,5,0.25,653.1111,59.502,0.638852,0.1106,0.2154,0.2656,0.3324,0.3912,0.4619,0.5808,0.6937,0.8199,layer_19,last
step750000-tokens3150B,English,belebele,belebele_eng_Latn,0.66,5,0.25,670.7339,62.8685,0.639193,0.1066,0.2111,0.2585,0.3268,0.3873,0.4589,0.5786,0.692,0.8189,layer_19,last
step800000-tokens3360B,English,belebele,belebele_eng_Latn,0.6311111111111111,5,0.25,676.6504,62.0021,0.638608,0.1097,0.2083,0.2569,0.3251,0.3846,0.4562,0.5765,0.6905,0.8179,layer_19,last
step850000-tokens3570B,English,belebele,belebele_eng_Latn,0.6588888888888889,5,0.25,688.5121,63.3852,0.639556,0.1091,0.2032,0.2516,0.3207,0.3819,0.4541,0.5749,0.6893,0.8174,layer_19,last
step900000-tokens3780B,English,belebele,belebele_eng_Latn,0.6622222222222223,5,0.25,703.0177,66.3747,0.639252,0.1058,0.2008,0.2496,0.3172,0.3776,0.45,0.5718,0.687,0.816,layer_19,last
step950000-tokens3990B,English,belebele,belebele_eng_Latn,0.6922222222222222,5,0.25,683.5639,61.5074,0.638486,0.1121,0.2035,0.2537,0.3228,0.3825,0.4547,0.5753,0.6894,0.8173,layer_19,last
step1000000-tokens4200B,English,belebele,belebele_eng_Latn,0.67,5,0.25,680.7153,61.7463,0.637827,0.111,0.2055,0.2557,0.3239,0.384,0.4554,0.5756,0.6894,0.8171,layer_19,last
step1194000-tokens5014B,English,belebele,belebele_eng_Latn,0.6588888888888889,5,0.25,662.9203,59.1907,0.639065,0.114,0.209,0.2599,0.3291,0.389,0.4606,0.58,0.6928,0.8192,layer_19,last
step1432000-tokens6014B,English,belebele,belebele_eng_Latn,0.6422222222222222,5,0.25,685.0875,63.0331,0.639381,0.1109,0.2012,0.2515,0.3228,0.385,0.4571,0.5774,0.6907,0.8178,layer_19,last
step1670000-tokens7014B,English,belebele,belebele_eng_Latn,0.6666666666666666,5,0.25,698.3635,65.7985,0.638082,0.108,0.1962,0.2487,0.3202,0.382,0.4542,0.5751,0.6889,0.8167,layer_19,last
step1678000-tokens7047B,English,belebele,belebele_eng_Latn,0.6744444444444444,5,0.25,667.0819,59.5025,0.638114,0.1148,0.2046,0.2573,0.3285,0.3898,0.4612,0.5803,0.6927,0.8188,layer_19,last
step1700000-tokens7232B,English,belebele,belebele_eng_Latn,0.7155555555555555,5,0.25,675.7891,62.2616,0.639752,0.1116,0.2006,0.254,0.3259,0.3882,0.4605,0.5807,0.6933,0.8193,layer_19,last
step1750000-tokens7652B,English,belebele,belebele_eng_Latn,0.7322222222222222,5,0.25,687.1137,62.1557,0.638366,0.1127,0.1989,0.2502,0.3211,0.3842,0.4566,0.5773,0.6906,0.8176,layer_19,last
step1800000-tokens8072B,English,belebele,belebele_eng_Latn,0.7433333333333333,5,0.25,677.9123,59.8777,0.637749,0.1152,0.2023,0.2536,0.324,0.3857,0.4576,0.5777,0.6907,0.8176,layer_19,last
step1850000-tokens8492B,English,belebele,belebele_eng_Latn,0.7544444444444445,5,0.25,678.6146,61.677,0.637834,0.1124,0.2024,0.2538,0.3245,0.3864,0.4586,0.579,0.6918,0.8181,layer_19,last
step1900000-tokens8912B,English,belebele,belebele_eng_Latn,0.7466666666666667,5,0.25,685.1323,61.5732,0.638065,0.1133,0.1994,0.2516,0.3226,0.3844,0.4564,0.5768,0.6901,0.8172,layer_19,last
step1950000-tokens9332B,English,belebele,belebele_eng_Latn,0.7366666666666667,5,0.25,678.9901,64.0266,0.636419,0.1085,0.2034,0.2539,0.3257,0.3886,0.4606,0.5806,0.6928,0.8184,layer_19,last
step2000000-tokens9752B,English,belebele,belebele_eng_Latn,0.7322222222222222,5,0.25,691.8874,66.2522,0.637477,0.1068,0.1987,0.2506,0.3218,0.3848,0.4574,0.5783,0.6912,0.8177,layer_19,last
step2050000-tokens10172B,English,belebele,belebele_eng_Latn,0.72,5,0.25,667.7554,61.7715,0.639727,0.1115,0.2031,0.2568,0.3286,0.3907,0.4627,0.5826,0.6948,0.8203,layer_19,last
step2100000-tokens10592B,English,belebele,belebele_eng_Latn,0.7333333333333333,5,0.25,699.757,68.7659,0.637405,0.1046,0.1953,0.2471,0.3199,0.3844,0.4575,0.5781,0.6911,0.8176,layer_19,last
step2150000-tokens11012B,English,belebele,belebele_eng_Latn,0.7755555555555556,5,0.25,693.7884,67.288,0.639995,0.1061,0.1949,0.2479,0.3213,0.3848,0.4579,0.5791,0.6922,0.8187,layer_19,last
step2200000-tokens11432B,English,belebele,belebele_eng_Latn,0.7266666666666667,5,0.25,662.1004,62.0593,0.640113,0.1109,0.2053,0.2573,0.3299,0.3933,0.4659,0.5855,0.6968,0.8213,layer_19,last
step2250000-tokens11852B,English,belebele,belebele_eng_Latn,0.7411111111111112,5,0.25,664.9816,60.4028,0.639873,0.1139,0.2037,0.2562,0.3281,0.391,0.4637,0.5836,0.6954,0.8204,layer_19,last
