predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
drop_to_min_norm_asym,row_norm,16,pooled,,1440,-0.4845,0.0,-0.4847,0.0,layer_31
drop_to_min_norm_asym,col_norm,4,pooled,,1440,0.2223,0.0,0.2316,0.0,layer_31
drop_to_min_norm_asym,col_norm,8,pooled,,1440,0.2608,0.0,0.2687,0.0,layer_31
drop_to_min_norm_asym,col_norm,16,pooled,,1440,0.2362,0.0,0.2317,0.0,layer_31
drop_to_min_abs_ratio,row_norm,4,pooled,,1440,0.031,0.2392,0.0126,0.6324,layer_31
drop_to_min_abs_ratio,row_norm,8,pooled,,1440,0.0111,0.6742,0.0019,0.9427,layer_31
drop_to_min_abs_ratio,row_norm,16,pooled,,1440,-0.0116,0.6614,-0.0117,0.6568,layer_31
drop_to_min_abs_ratio,col_norm,4,pooled,,1440,-0.0057,0.829,0.0022,0.935,layer_31
drop_to_min_abs_ratio,col_norm,8,pooled,,1440,-0.007,0.792,-0.01,0.7055,layer_31
drop_to_min_abs_ratio,col_norm,16,pooled,,1440,-0.0239,0.3645,-0.0243,0.3565,layer_31
drop_to_min_signed_ratio,row_norm,4,pooled,,1440,-0.5514,0.0,-0.4559,0.0,layer_31
drop_to_min_signed_ratio,row_norm,8,pooled,,1440,-0.5002,0.0,-0.4299,0.0,layer_31
drop_to_min_signed_ratio,row_norm,16,pooled,,1440,-0.4845,0.0,-0.4207,0.0,layer_31
drop_to_min_signed_ratio,col_norm,4,pooled,,1440,0.2223,0.0,0.2008,0.0,layer_31
drop_to_min_signed_ratio,col_norm,8,pooled,,1440,0.2608,0.0,0.2346,0.0,layer_31
drop_to_min_signed_ratio,col_norm,16,pooled,,1440,0.2362,0.0,0.1899,0.0,layer_31
drop_to_min_log_ratio,row_norm,4,pooled,,1440,-0.5514,0.0,-0.5438,0.0,layer_31
drop_to_min_log_ratio,row_norm,8,pooled,,1440,-0.5002,0.0,-0.5038,0.0,layer_31
drop_to_min_log_ratio,row_norm,16,pooled,,1440,-0.4845,0.0,-0.4868,0.0,layer_31
drop_to_min_log_ratio,col_norm,4,pooled,,1440,0.2223,0.0,0.232,0.0,layer_31
drop_to_min_log_ratio,col_norm,8,pooled,,1440,0.2608,0.0,0.2716,0.0,layer_31
drop_to_min_log_ratio,col_norm,16,pooled,,1440,0.2362,0.0,0.2324,0.0,layer_31
recovery_abs_diff,row_norm,4,pooled,,1440,0.0058,0.8261,-0.0153,0.563,layer_31
recovery_abs_diff,row_norm,8,pooled,,1440,-0.0165,0.5321,-0.0223,0.3987,layer_31
recovery_abs_diff,row_norm,16,pooled,,1440,-0.023,0.384,-0.0241,0.3612,layer_31
recovery_abs_diff,col_norm,4,pooled,,1440,-0.035,0.1849,-0.0329,0.2119,layer_31
recovery_abs_diff,col_norm,8,pooled,,1440,-0.0376,0.1537,-0.0384,0.1457,layer_31
recovery_abs_diff,col_norm,16,pooled,,1440,-0.027,0.3055,-0.0331,0.21,layer_31
recovery_signed_diff,row_norm,4,pooled,,1440,0.589,0.0,0.5808,0.0,layer_31
recovery_signed_diff,row_norm,8,pooled,,1440,0.4997,0.0,0.5164,0.0,layer_31
recovery_signed_diff,row_norm,16,pooled,,1440,0.5007,0.0,0.5082,0.0,layer_31
recovery_signed_diff,col_norm,4,pooled,,1440,-0.1588,0.0,-0.1847,0.0,layer_31
recovery_signed_diff,col_norm,8,pooled,,1440,-0.1981,0.0,-0.232,0.0,layer_31
recovery_signed_diff,col_norm,16,pooled,,1440,-0.2574,0.0,-0.2806,0.0,layer_31
recovery_min,row_norm,4,pooled,,1440,-0.0281,0.2872,-0.0029,0.9118,layer_31
recovery_min,row_norm,8,pooled,,1440,-0.0387,0.1418,-0.0199,0.4498,layer_31
recovery_min,row_norm,16,pooled,,1440,-0.0283,0.2823,-0.0152,0.5654,layer_31
recovery_min,col_norm,4,pooled,,1440,-0.0113,0.6696,0.0004,0.9868,layer_31
recovery_min,col_norm,8,pooled,,1440,-0.0425,0.1071,-0.0217,0.4114,layer_31
recovery_min,col_norm,16,pooled,,1440,-0.0345,0.1908,-0.0186,0.4796,layer_31
recovery_max,row_norm,4,pooled,,1440,-0.0299,0.2561,-0.0204,0.4402,layer_31
recovery_max,row_norm,8,pooled,,1440,-0.0565,0.0322,-0.0463,0.0793,layer_31
recovery_max,row_norm,16,pooled,,1440,-0.0327,0.2148,-0.0433,0.1006,layer_31
recovery_max,col_norm,4,pooled,,1440,-0.0473,0.073,-0.0368,0.1628,layer_31
recovery_max,col_norm,8,pooled,,1440,-0.079,0.0027,-0.0663,0.0118,layer_31
recovery_max,col_norm,16,pooled,,1440,-0.0349,0.1856,-0.0571,0.0302,layer_31
recovery_norm_asym,row_norm,4,pooled,,1440,0.586,0.0,0.5511,0.0,layer_31
recovery_norm_asym,row_norm,8,pooled,,1440,0.4976,0.0,0.4922,0.0,layer_31
recovery_norm_asym,row_norm,16,pooled,,1440,0.4984,0.0,0.477,0.0,layer_31
recovery_norm_asym,col_norm,4,pooled,,1440,-0.1626,0.0,-0.2103,0.0,layer_31
recovery_norm_asym,col_norm,8,pooled,,1440,-0.1989,0.0,-0.2351,0.0,layer_31
recovery_norm_asym,col_norm,16,pooled,,1440,-0.2604,0.0,-0.2902,0.0,layer_31
recovery_abs_ratio,row_norm,4,pooled,,1440,0.0081,0.7575,-0.0069,0.794,layer_31
recovery_abs_ratio,row_norm,8,pooled,,1440,-0.0104,0.6945,-0.0048,0.8567,layer_31
recovery_abs_ratio,row_norm,16,pooled,,1440,-0.0205,0.437,-0.0074,0.7795,layer_31
recovery_abs_ratio,col_norm,4,pooled,,1440,-0.0318,0.2283,-0.0222,0.3997,layer_31
recovery_abs_ratio,col_norm,8,pooled,,1440,-0.0301,0.2534,-0.0171,0.5179,layer_31
recovery_abs_ratio,col_norm,16,pooled,,1440,-0.0227,0.3888,-0.013,0.6229,layer_31
recovery_signed_ratio,row_norm,4,pooled,,1440,0.5163,0.0,0.4468,0.0,layer_31
recovery_signed_ratio,row_norm,8,pooled,,1440,0.4291,0.0,0.4004,0.0,layer_31
recovery_signed_ratio,row_norm,16,pooled,,1440,0.422,0.0,0.3906,0.0,layer_31
recovery_signed_ratio,col_norm,4,pooled,,1440,-0.1802,0.0,-0.178,0.0,layer_31
recovery_signed_ratio,col_norm,8,pooled,,1440,-0.2125,0.0,-0.1968,0.0,layer_31
recovery_signed_ratio,col_norm,16,pooled,,1440,-0.2631,0.0,-0.2363,0.0,layer_31
recovery_log_ratio,row_norm,4,pooled,,1440,0.586,0.0,0.5313,0.0,layer_31
recovery_log_ratio,row_norm,8,pooled,,1440,0.4976,0.0,0.4765,0.0,layer_31
recovery_log_ratio,row_norm,16,pooled,,1440,0.4984,0.0,0.4603,0.0,layer_31
recovery_log_ratio,col_norm,4,pooled,,1440,-0.1626,0.0,-0.2172,0.0,layer_31
recovery_log_ratio,col_norm,8,pooled,,1440,-0.1989,0.0,-0.2305,0.0,layer_31
recovery_log_ratio,col_norm,16,pooled,,1440,-0.2604,0.0,-0.2882,0.0,layer_31
drop_minus_recovery_abs_diff,row_norm,4,pooled,,1440,0.0377,0.1525,0.0139,0.5977,layer_31
drop_minus_recovery_abs_diff,row_norm,8,pooled,,1440,0.0263,0.3179,0.013,0.6216,layer_31
drop_minus_recovery_abs_diff,row_norm,16,pooled,,1440,0.0078,0.7688,0.0116,0.6614,layer_31
drop_minus_recovery_abs_diff,col_norm,4,pooled,,1440,-0.0052,0.8435,0.0007,0.9796,layer_31
drop_minus_recovery_abs_diff,col_norm,8,pooled,,1440,0.0102,0.6997,0.0001,0.9966,layer_31
drop_minus_recovery_abs_diff,col_norm,16,pooled,,1440,0.0008,0.9754,0.0021,0.9362,layer_31
drop_minus_recovery_signed_diff,row_norm,4,pooled,,1440,-0.5919,0.0,-0.598,0.0,layer_31
drop_minus_recovery_signed_diff,row_norm,8,pooled,,1440,-0.5356,0.0,-0.555,0.0,layer_31
drop_minus_recovery_signed_diff,row_norm,16,pooled,,1440,-0.5249,0.0,-0.5378,0.0,layer_31
drop_minus_recovery_signed_diff,col_norm,4,pooled,,1440,0.2443,0.0,0.2594,0.0,layer_31
drop_minus_recovery_signed_diff,col_norm,8,pooled,,1440,0.2751,0.0,0.2969,0.0,layer_31
drop_minus_recovery_signed_diff,col_norm,16,pooled,,1440,0.2773,0.0,0.2924,0.0,layer_31
drop_minus_recovery_min,row_norm,4,pooled,,1440,-0.0001,0.998,-0.0085,0.7464,layer_31
drop_minus_recovery_min,row_norm,8,pooled,,1440,0.0255,0.3337,0.0237,0.3696,layer_31
drop_minus_recovery_min,row_norm,16,pooled,,1440,0.0515,0.0508,0.0359,0.1731,layer_31
drop_minus_recovery_min,col_norm,4,pooled,,1440,0.0243,0.3562,0.0023,0.9296,layer_31
drop_minus_recovery_min,col_norm,8,pooled,,1440,0.0463,0.0789,0.0393,0.1356,layer_31
drop_minus_recovery_min,col_norm,16,pooled,,1440,0.0707,0.0073,0.0518,0.0495,layer_31
drop_minus_recovery_max,row_norm,4,pooled,,1440,0.0276,0.2956,0.0067,0.7994,layer_31
drop_minus_recovery_max,row_norm,8,pooled,,1440,0.0477,0.0706,0.0295,0.2636,layer_31
drop_minus_recovery_max,row_norm,16,pooled,,1440,0.0385,0.1438,0.0371,0.1593,layer_31
drop_minus_recovery_max,col_norm,4,pooled,,1440,0.0051,0.8466,0.0023,0.9294,layer_31
drop_minus_recovery_max,col_norm,8,pooled,,1440,0.0511,0.0524,0.029,0.2719,layer_31
drop_minus_recovery_max,col_norm,16,pooled,,1440,0.0468,0.0756,0.04,0.1296,layer_31
drop_minus_recovery_norm_asym,row_norm,4,pooled,,1440,-0.5034,0.0,-0.5115,0.0,layer_31
drop_minus_recovery_norm_asym,row_norm,8,pooled,,1440,-0.4434,0.0,-0.4598,0.0,layer_31
drop_minus_recovery_norm_asym,row_norm,16,pooled,,1440,-0.4333,0.0,-0.4491,0.0,layer_31
drop_minus_recovery_norm_asym,col_norm,4,pooled,,1440,0.1847,0.0,0.2103,0.0,layer_31
drop_minus_recovery_norm_asym,col_norm,8,pooled,,1440,0.2079,0.0,0.2371,0.0,layer_31
drop_minus_recovery_norm_asym,col_norm,16,pooled,,1440,0.1848,0.0,0.2022,0.0,layer_31
drop_minus_recovery_abs_ratio,row_norm,4,pooled,,1440,-0.0418,0.1128,-0.0306,0.2464,layer_31
drop_minus_recovery_abs_ratio,row_norm,8,pooled,,1440,-0.0002,0.9928,-0.015,0.5702,layer_31
drop_minus_recovery_abs_ratio,row_norm,16,pooled,,1440,0.0043,0.8709,-0.0172,0.5138,layer_31
drop_minus_recovery_abs_ratio,col_norm,4,pooled,,1440,-0.021,0.4259,-0.0268,0.3088,layer_31
drop_minus_recovery_abs_ratio,col_norm,8,pooled,,1440,0.02,0.4492,-0.0105,0.6915,layer_31
drop_minus_recovery_abs_ratio,col_norm,16,pooled,,1440,0.0243,0.3576,-0.0123,0.6412,layer_31
drop_minus_recovery_signed_ratio,row_norm,4,pooled,,1440,0.1134,0.0,0.3004,0.0,layer_31
drop_minus_recovery_signed_ratio,row_norm,8,pooled,,1440,0.1314,0.0,0.2644,0.0,layer_31
drop_minus_recovery_signed_ratio,row_norm,16,pooled,,1440,0.1336,0.0,0.2582,0.0,layer_31
drop_minus_recovery_signed_ratio,col_norm,4,pooled,,1440,-0.0251,0.3409,-0.1718,0.0,layer_31
drop_minus_recovery_signed_ratio,col_norm,8,pooled,,1440,-0.0087,0.7407,-0.1552,0.0,layer_31
drop_minus_recovery_signed_ratio,col_norm,16,pooled,,1440,0.0123,0.6422,-0.1396,0.0,layer_31
drop_minus_recovery_log_ratio,row_norm,4,pooled,,1440,-0.5267,0.0,-0.527,0.0,layer_31
drop_minus_recovery_log_ratio,row_norm,8,pooled,,1440,-0.4505,0.0,-0.4637,0.0,layer_31
drop_minus_recovery_log_ratio,row_norm,16,pooled,,1440,-0.4469,0.0,-0.4558,0.0,layer_31
drop_minus_recovery_log_ratio,col_norm,4,pooled,,1440,0.2284,0.0,0.2362,0.0,layer_31
drop_minus_recovery_log_ratio,col_norm,8,pooled,,1440,0.2223,0.0,0.2429,0.0,layer_31
drop_minus_recovery_log_ratio,col_norm,16,pooled,,1440,0.2181,0.0,0.2225,0.0,layer_31
drop_over_recovery_abs_diff,row_norm,4,pooled,,1440,0.0244,0.3558,0.0087,0.7421,layer_31
drop_over_recovery_abs_diff,row_norm,8,pooled,,1440,0.031,0.2394,0.0259,0.3262,layer_31
drop_over_recovery_abs_diff,row_norm,16,pooled,,1440,0.0078,0.7681,0.0211,0.4226,layer_31
drop_over_recovery_abs_diff,col_norm,4,pooled,,1440,-0.0134,0.6107,-0.0014,0.9566,layer_31
drop_over_recovery_abs_diff,col_norm,8,pooled,,1440,0.0278,0.2916,0.0192,0.4662,layer_31
drop_over_recovery_abs_diff,col_norm,16,pooled,,1440,0.0116,0.661,0.0191,0.4678,layer_31
drop_over_recovery_signed_diff,row_norm,4,pooled,,1440,-0.5812,0.0,-0.5614,0.0,layer_31
drop_over_recovery_signed_diff,row_norm,8,pooled,,1440,-0.5213,0.0,-0.5178,0.0,layer_31
drop_over_recovery_signed_diff,row_norm,16,pooled,,1440,-0.512,0.0,-0.4997,0.0,layer_31
drop_over_recovery_signed_diff,col_norm,4,pooled,,1440,0.2542,0.0,0.2565,0.0,layer_31
drop_over_recovery_signed_diff,col_norm,8,pooled,,1440,0.2762,0.0,0.2803,0.0,layer_31
drop_over_recovery_signed_diff,col_norm,16,pooled,,1440,0.3021,0.0,0.323,0.0,layer_31
drop_over_recovery_min,row_norm,4,pooled,,1440,0.004,0.8789,0.0065,0.8044,layer_31
drop_over_recovery_min,row_norm,8,pooled,,1440,0.032,0.2246,0.0219,0.4071,layer_31
drop_over_recovery_min,row_norm,16,pooled,,1440,0.0551,0.0365,0.0382,0.1469,layer_31
drop_over_recovery_min,col_norm,4,pooled,,1440,0.0295,0.2627,0.0168,0.5232,layer_31
drop_over_recovery_min,col_norm,8,pooled,,1440,0.0538,0.0413,0.0344,0.1923,layer_31
drop_over_recovery_min,col_norm,16,pooled,,1440,0.0742,0.0048,0.0479,0.0691,layer_31
drop_over_recovery_max,row_norm,4,pooled,,1440,0.0277,0.2937,0.0117,0.6565,layer_31
drop_over_recovery_max,row_norm,8,pooled,,1440,0.0454,0.085,0.0363,0.169,layer_31
drop_over_recovery_max,row_norm,16,pooled,,1440,0.0348,0.1867,0.0406,0.1238,layer_31
drop_over_recovery_max,col_norm,4,pooled,,1440,0.0028,0.9154,0.0077,0.7709,layer_31
drop_over_recovery_max,col_norm,8,pooled,,1440,0.0493,0.0612,0.0367,0.1644,layer_31
drop_over_recovery_max,col_norm,16,pooled,,1440,0.0412,0.1184,0.0439,0.0961,layer_31
drop_over_recovery_norm_asym,row_norm,4,pooled,,1440,-0.5957,0.0,-0.5565,0.0,layer_31
drop_over_recovery_norm_asym,row_norm,8,pooled,,1440,-0.5285,0.0,-0.5057,0.0,layer_31
drop_over_recovery_norm_asym,row_norm,16,pooled,,1440,-0.5174,0.0,-0.4887,0.0,layer_31
drop_over_recovery_norm_asym,col_norm,4,pooled,,1440,0.2171,0.0,0.2232,0.0,layer_31
drop_over_recovery_norm_asym,col_norm,8,pooled,,1440,0.2521,0.0,0.254,0.0,layer_31
drop_over_recovery_norm_asym,col_norm,16,pooled,,1440,0.2639,0.0,0.2702,0.0,layer_31
drop_over_recovery_abs_ratio,row_norm,4,pooled,,1440,0.0264,0.3166,0.0111,0.6737,layer_31
drop_over_recovery_abs_ratio,row_norm,8,pooled,,1440,0.012,0.6481,0.0057,0.829,layer_31
drop_over_recovery_abs_ratio,row_norm,16,pooled,,1440,-0.0125,0.6347,-0.0051,0.8467,layer_31
drop_over_recovery_abs_ratio,col_norm,4,pooled,,1440,-0.0167,0.5258,-0.003,0.9108,layer_31
